nct_id,brief_title,official_title,overall_status,start_date,completion_date,last_update,study_type,phase,enrollment,enrollment_type,allocation,intervention_model,primary_purpose,masking,condition,intervention_name,intervention_type,primary_outcome_count,secondary_outcome_count,min_age,max_age,sex,healthy_volunteers,lead_sponsor_name,lead_sponsor_class,collaborator_count,location_count,countries,trial_success,is_phase1,is_phase2,is_phase3,is_phase4,is_combined_phase,phase_numeric,is_oncology,is_autoimmune,is_cns,is_cardiovascular,condition_count,log_enrollment,enrollment_size,is_small_trial,is_actual_enrollment,is_industry_sponsor,is_academic_sponsor,is_big_pharma,has_collaborators,is_multisite,is_international,is_us_trial,is_europe_trial,is_randomized,is_blinded,is_treatment_purpose,is_parallel,total_outcome_count,has_secondary_outcomes,is_drug,is_biological,is_device,intervention_count,has_multiple_interventions,start_date_dt,completion_date_dt,study_duration_days,start_year,is_recent_trial,complexity_score,is_complex_trial
NCT04682639,A Study to Assess the Safety and Efficacy of Oral Etrasimod in Adult Participants With Eosinophilic Esophagitis,"A Phase 2 Randomized, Double-Blind, Placebo-Controlled Study to Assess the Safety and Efficacy of Etrasimod in Adult Subjects With Eosinophilic Esophagitis",COMPLETED,2020-12-15,2023-06-30,2024-05-06,INTERVENTIONAL,PHASE2,108.0,ACTUAL,RANDOMIZED,SEQUENTIAL,TREATMENT,DOUBLE,Eosinophilic Esophagitis,Etrasimod|Placebo|Etrasimod,DRUG,1,4,18 Years,65 Years,ALL,False,Pfizer,INDUSTRY,1,256,Australia|United States|Canada|Spain|Switzerland|Germany|Netherlands|Belgium,1.0,0,1,0,0,0,2.0,0,0,0,0,1,4.6913478822291435,medium,0,1,1,0,1,1,1,1,1,1,1,1,1,0,5,1,1,0,0,3,1,2020-12-15,2023-06-30,927.0,2020.0,1,2,0
NCT01134575,CMC-544 in Relapsed Refractory Acute Lymphoblastic Leukemia (ALL),"Treatment of Relapsed or Refractory Acute Lymphoblastic Leukemia (ALL) With CMC-544 (Inotuzumab Ozogamycin), With or Without Later Addition of Rituximab",COMPLETED,2010-06-04,2018-04-18,2024-07-16,INTERVENTIONAL,PHASE2,90.0,ACTUAL,NON_RANDOMIZED,SINGLE_GROUP,TREATMENT,NONE,Acute Lymphoblastic Leukemia,CMC-544 (Inotuzumab Ozogamycin)|Rituximab,DRUG,1,0,16 Years,,ALL,False,M.D. Anderson Cancer Center,OTHER,1,1,United States,1.0,0,1,0,0,0,2.0,1,0,0,0,1,4.51085950651685,medium,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,2,1,2010-06-04,2018-04-18,2875.0,2010.0,0,1,0
NCT01538875,Hydralazine Versus Labetalol for the Management of Hypertensive Disorders of Pregnancy,Hydralazine vs. Labetalol for the Management of Hypertensive Crisis in Patients With Hypertensive Disorders of Pregnancy. A Randomized Controlled Trial.,COMPLETED,2012-07,2013-05,2013-05-17,INTERVENTIONAL,PHASE3,261.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,"Hypertension, Pregnancy Induced",Hydralazine|Labetalol,DRUG,1,2,,,FEMALE,False,"Saint Thomas Hospital, Panama",OTHER,0,1,Panama,1.0,0,0,1,0,0,3.0,0,0,0,1,1,5.568344503761097,large,0,1,0,1,0,0,0,0,0,0,1,0,1,1,3,1,1,0,0,2,1,,,,,0,1,0
NCT01014975,A Safety and Dose Finding Study of Plasmin (Human) Administered Into the Middle Cerebral Artery of Stroke Patients,"A Phase 1/2a, Open Label, Dose Escalation, Safety Study of Intra-thrombus Plasmin (Human) Administration in Acute, Middle Cerebral Artery, Ischemic Stroke",COMPLETED,2009-11,2014-02,2015-10-21,INTERVENTIONAL,PHASE1|PHASE2,40.0,ACTUAL,NON_RANDOMIZED,SINGLE_GROUP,TREATMENT,NONE,Acute Ischemic Stroke,Plasmin (Human)|Plasmin (Human)|Plasmin (Human),BIOLOGICAL,1,0,18 Years,85 Years,ALL,False,Grifols Therapeutics LLC,INDUSTRY,0,23,Australia|Slovakia|Austria|France|Spain|Serbia,1.0,1,1,0,0,1,1.5,0,0,0,0,1,3.713572066704308,small,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,3,1,,,,,0,3,1
NCT05875701,Phase 3 Study of Novavax Vaccine(s) as Booster Dose After mRNA Vaccines,A Phase 3 Study to Evaluate the Immunogenicity and Safety of Novavax COVID-19 Vaccine(s) as Second or Subsequent Booster After mRNA Vaccines in Individuals 18 to 49 Years of Age,COMPLETED,2023-03-28,2023-11-11,2025-06-26,INTERVENTIONAL,PHASE3,147.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,NONE,COVID-19,NVX-CoV2373|SARS-CoV-2 rS antigen/Matrix-M Adjuvant,BIOLOGICAL,1,10,18 Years,49 Years,ALL,True,Novavax,INDUSTRY,0,5,United States,1.0,0,0,1,0,0,3.0,0,0,0,0,1,4.997212273764115,medium,0,1,1,0,0,0,1,0,1,0,1,0,0,1,11,1,0,1,0,2,1,2023-03-28,2023-11-11,228.0,2023.0,1,2,0
NCT00075101,"Sleep, Fatigue, and Dexamethosone in Children With Leukemia","Sleep, Fatigue, and Dexamethosone in Childhood Cancer",COMPLETED,2000-09,2006-09,2008-08-18,INTERVENTIONAL,PHASE3,134.0,ESTIMATED,NON_RANDOMIZED,SINGLE_GROUP,TREATMENT,NONE,Leukemia,Dexamethosone,DRUG,1,2,5 Years,21 Years,ALL,False,National Institute of Nursing Research (NINR),NIH,0,1,United States,1.0,0,0,1,0,0,3.0,1,0,0,0,1,4.90527477843843,medium,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,1,1,0,0,1,0,,,,,0,0,0
NCT04919512,A Study of TAR-200 in Combination With Cetrelimab and Cetrelimab Alone in Participants With Muscle-Invasive Urothelial Carcinoma of the Bladder,"A Phase 2, Open-Label, Multi-Center, Randomized Study of TAR-200 in Combination With Cetrelimab and Cetrelimab Alone in Participants With Muscle-Invasive Urothelial Carcinoma of the Bladder Who Are Scheduled for Radical Cystectomy and Are Ineligible for or Refusing Platinum-Based Neoadjuvant Chemotherapy",ACTIVE_NOT_RECRUITING,2022-07-07,2027-03-07,2026-01-16,INTERVENTIONAL,PHASE2,163.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,Urinary Bladder Neoplasms,TAR-200|Cetrelimab,DRUG|BIOLOGICAL,1,3,18 Years,,ALL,False,"Janssen Research & Development, LLC",INDUSTRY,0,109,United Kingdom|United States|South Korea|France|Spain|Italy|Germany|Netherlands|Belgium|Israel,,0,1,0,0,0,2.0,0,0,0,0,1,5.099866427824199,medium,0,1,1,0,0,0,1,1,1,1,1,0,1,1,4,1,1,1,0,2,1,2022-07-07,2027-03-07,1704.0,2022.0,1,2,0
NCT00285012,Smoking Cessation in Subjects With Mild-to-moderate Chronic Obstructive Pulmonary Disease (COPD).,"A 12-Week, Randomized, Double-Blind, Placebo-Controlled, Multicenter Trial With 40-Week Follow-Up Evaluating The Safety And Efficacy Of Varenicline Tartrate For Smoking Cessation In Patients With Mild-To-Moderate Chronic Obstructive Pulmonary Disease",COMPLETED,2006-05,2009-04,2010-04-20,INTERVENTIONAL,PHASE3,504.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,TRIPLE,Smoking Cessation,placebo|Varenicline Tartarate,DRUG,1,9,35 Years,,ALL,False,Pfizer,INDUSTRY,0,32,France|Spain|Italy|United States,1.0,0,0,1,0,0,3.0,0,0,0,0,1,6.22455842927536,xlarge,0,1,1,0,1,0,1,1,1,1,1,1,1,1,10,1,1,0,0,2,1,,,,,0,3,1
NCT05427812,Phase 1/2 Study of ISB 1442 in Relapsed/Refractory Multiple Myeloma,"A Phase 1/2, First-in-Human, Multicenter, Open-Label, Dose Escalation and Dose-Expansion Study of Single-Agent ISB 1442 in Participants With Relapsed/Refractory Multiple Myeloma",TERMINATED,2022-09-27,2024-11-19,2025-01-17,INTERVENTIONAL,PHASE1|PHASE2,29.0,ACTUAL,RANDOMIZED,SEQUENTIAL,TREATMENT,NONE,Relapsed/Refractory Multiple Myeloma,ISB 1442 SC injection escalating doses|ISB 1442 SC injection at RP2D,DRUG,3,14,18 Years,,ALL,False,Ichnos Sciences SA,INDUSTRY,0,15,India|Australia|United States,0.0,1,1,0,0,1,1.5,1,0,0,0,1,3.4011973816621555,small,1,1,1,0,0,0,1,1,1,0,1,0,1,0,17,1,1,0,0,2,1,2022-09-27,2024-11-19,784.0,2022.0,1,4,1
NCT00688519,Study to Compare U0267 Against Vehicle in Subjects With Plaque-type Psoriasis One of Two Phase 3 Studies,"A Multicenter, Randomized, Double-Blind, Phase 3 Study of the Safety and Efficacy of Emulsion Formulation U0267, Versus Vehicle in Subjects With Plaque-type Psoriasis",COMPLETED,2008-03,2008-12,2017-01-02,INTERVENTIONAL,PHASE3,336.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Psoriasis,U0267|Vehicle,DRUG,1,5,12 Years,,ALL,False,"Stiefel, a GSK Company",INDUSTRY,1,13,United States,1.0,0,0,1,0,0,3.0,0,1,0,0,1,5.820082930352362,large,0,1,1,0,1,1,1,0,1,0,1,1,1,1,6,1,1,0,0,2,1,,,,,0,2,0
NCT00546819,ZOSTAVAX™ in Patients on Chronic/Maintenance Corticosteroids (V211-017) (COMPLETED),"A Phase IIb Clinical Trial to Evaluate the Safety, Tolerability and Immunogenicity of Zoster Vaccine Live (Oka/Merck) in Patients on Chronic/Maintenance Corticosteroids",COMPLETED,2007-10,2010-08,2017-04-12,INTERVENTIONAL,PHASE2,309.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,DOUBLE,Herpes Zoster,"Zoster Vaccine, Live|Comparator: Placebo",BIOLOGICAL,1,2,60 Years,,ALL,False,Merck Sharp & Dohme LLC,INDUSTRY,0,0,,1.0,0,1,0,0,0,2.0,0,0,0,0,1,5.736572297479192,large,0,1,1,0,1,0,0,0,0,0,1,1,0,1,3,1,0,1,0,2,1,,,,,0,1,0
NCT02907619,An Open-label Extension Study To Evaluate Safety Of PF-06252616 In Boys With Duchenne Muscular Dystrophy,"A MULTICENTER, OPEN-LABEL EXTENSION STUDY TO EVALUATE THE LONG TERM SAFETY OF PF-06252616 IN BOYS WITH DUCHENNE MUSCULAR DYSTROPHY",TERMINATED,2016-10-13,2018-11-22,2020-11-23,INTERVENTIONAL,PHASE2,59.0,ACTUAL,,,TREATMENT,NONE,Duchenne Muscular Dystrophy,PF-06252616,BIOLOGICAL,28,22,6 Years,18 Years,MALE,False,Pfizer,INDUSTRY,0,47,United Kingdom|United States|Canada|Japan|Italy,0.0,0,1,0,0,0,2.0,0,0,0,0,1,4.0943445622221,medium,1,1,1,0,1,0,1,1,1,1,0,0,1,0,50,1,0,1,0,1,0,2016-10-13,2018-11-22,770.0,2016.0,1,2,0
NCT00227019,Phase 2 Trial of Bevacizumab in Combination With Pemetrexed,Phase II Trial of Bevacizumab in Combination With Pemetrexed as Second Line Therapy in Patients With Stable Brain Metastases From Non-small Cell Lung Cancer (NSCLC) (Excluding Squamous Cell Carcinoma),COMPLETED,2006-03,2016-12,2017-03-06,INTERVENTIONAL,PHASE2,16.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Non-small Cell Lung Cancer (NSCLC)|Lung Cancer|Neoplasm Metastasis,Bevacizumab|Pemetrexed|Vitamin B12|Folate|Dexamethasone,DRUG,1,2,18 Years,,ALL,False,Heather Wakelee,OTHER,2,4,United States,1.0,0,1,0,0,0,2.0,1,0,0,0,3,2.833213344056216,small,1,1,0,1,0,1,1,0,1,0,0,0,1,0,3,1,1,0,0,5,1,,,,,0,2,0
NCT03630419,Specialized Food Plan Based on Individual Physiological Comprehensive Body Assessments Accompanied With Cellular Repair Therapy to Decrease Inflammation Cognitively Impaired Patients,Determining if a Personalized Mito Food Plan Diet and Cellular Repair Therapy Based on Individual Physiological and Cellular Comprehensive Body Assessments in Patients With Alzheimer's Disease Decreases Inflammation and Oxidative Stress,COMPLETED,2018-02-10,2018-07-28,2018-10-02,INTERVENTIONAL,PHASE1|PHASE2,5.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Mild Cognitive Impairment|Alzheimer Disease,Mito-Food Plan|Cellular Repair Therapy,OTHER|DIETARY_SUPPLEMENT,3,1,55 Years,90 Years,ALL,True,"Perseverance Research Center, LLC",OTHER,1,1,United States,1.0,1,1,0,0,1,1.5,0,0,1,0,2,1.791759469228055,small,1,1,0,1,0,1,0,0,1,0,0,0,1,0,4,1,0,0,0,2,1,2018-02-10,2018-07-28,168.0,2018.0,1,3,1
NCT03937830,"Combined Treatment of Durvalumab, Bevacizumab, Tremelimumab and Transarterial Chemoembolization (TACE) in Subjects With Hepatocellular Carcinoma or Biliary Tract Carcinoma","A Phase II Study of Combined Treatment of Durvalumab, Bevacizumab, Tremelimumab and Transarterial Chemoembolization (TACE) in Subjects With Hepatocellular Carcinoma (HCC) or Biliary Tract Carcinoma (BTC)",ACTIVE_NOT_RECRUITING,2021-03-10,2027-12-31,2026-01-23,INTERVENTIONAL,PHASE2,27.0,ACTUAL,NON_RANDOMIZED,SEQUENTIAL,TREATMENT,NONE,Hepatocellular Cancer|Hepatocellular Carcinoma|Metastatic Hepatocellular Carcinoma,durvalumab|Doxorubicin-Eluting Beads|TACE|bevacizumab|Tremelimumab,DRUG|PROCEDURE,2,4,18 Years,120 Years,ALL,False,National Cancer Institute (NCI),NIH,0,1,United States,,0,1,0,0,0,2.0,1,0,0,0,3,3.332204510175204,small,1,1,0,1,0,0,0,0,1,0,0,0,1,0,6,1,1,0,0,5,1,2021-03-10,2027-12-31,2487.0,2021.0,1,3,1
NCT01471730,The ZEro PLASma Trial (ZEPLAST): Avoidance of Fresh Frozen Plasma in Cardiac Surgery,"The ZEroPLASmaTrial (ZEPLAST): a Randomized, Controlled Trial on Transfusion Avoidance in High Transfusion-risk Cardiac Surgery Patients",COMPLETED,2011-11,2014-12,2015-03-31,INTERVENTIONAL,PHASE3,119.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Heart Disease,Fibrinogen|Saline solution|Prothrombin complex,DRUG,1,3,18 Years,,ALL,False,IRCCS Policlinico S. Donato,OTHER,1,1,Italy,1.0,0,0,1,0,0,3.0,0,0,0,1,1,4.787491742782046,medium,0,1,0,1,0,1,0,0,0,1,1,1,1,1,4,1,1,0,0,3,1,,,,,0,1,0
NCT05205330,"Vorbipiprant (CR6086) / Balstilimab (AGEN2034) Combination in Stage IV Refractory pMMR - MSS CRC, and Other Metastatic GI Cancers","An Open-label, Single-arm, Phase Ib/IIa Trial to Evaluate the Safety and Efficacy of the EP4 Receptor Antagonist Vorbipiprant (CR6086) in Combination With the PD-1 Inhibitor Balstilimab (AGEN2034), in Patients With Pretreated Mismatch-repair-proficient and Microsatellite Stable Metastatic Colorectal Cancer, and Other Metastatic GI Cancers.",ACTIVE_NOT_RECRUITING,2021-11-23,2027-06,2025-10-29,INTERVENTIONAL,PHASE1|PHASE2,107.0,ESTIMATED,NON_RANDOMIZED,SINGLE_GROUP,TREATMENT,NONE,Refractory Metastatic Colorectal Cancer|Solid Tumor|Metastatic Microsatellite-stable Colorectal Cancer|Mismatch Repair Protein Proficient|Metastatic GI Cancers|Gastric Cancer,CR6086|AGEN2034,DRUG|BIOLOGICAL,3,7,18 Years,,ALL,False,Rottapharm Biotech,INDUSTRY,1,3,Italy,,1,1,0,0,1,1.5,1,0,0,0,6,4.68213122712422,medium,0,0,1,0,0,1,1,0,0,1,0,0,1,0,10,1,1,1,0,2,1,2021-11-23,,,2021.0,1,4,1
NCT03320330,"Pepinemab in Treating Younger Patients With Recurrent, Relapsed, or Refractory Solid Tumors","A Phase 1/2 Study of VX15/2503 in Children, Adolescents, or Young Adults With Recurrent or Relapsed Solid Tumors",COMPLETED,2018-01-31,2024-06-30,2024-07-15,INTERVENTIONAL,PHASE1|PHASE2,26.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Recurrent Malignant Solid Neoplasm|Recurrent Osteosarcoma|Refractory Malignant Solid Neoplasm|Refractory Osteosarcoma,Laboratory Biomarker Analysis|Pepinemab|Pharmacological Study,OTHER|BIOLOGICAL,9,3,12 Months,30 Years,ALL,False,Children's Oncology Group,NETWORK,1,24,United States,1.0,1,1,0,0,1,1.5,1,0,0,0,4,3.295836866004329,small,1,1,0,0,0,1,1,0,1,0,0,0,1,0,12,1,0,1,0,3,1,2018-01-31,2024-06-30,2342.0,2018.0,1,4,1
NCT01416428,Open-label Study of the Safety and Activity of Oprozomib in Patients With Hematologic Malignancies,"Phase 1b/2, Multicenter, Open-label Study of the Safety and Activity of Oprozomib in Patients With Hematologic Malignancies",TERMINATED,2011-10-15,2019-08-12,2022-11-08,INTERVENTIONAL,PHASE1|PHASE2,210.0,ACTUAL,NON_RANDOMIZED,PARALLEL,TREATMENT,NONE,Multiple Myeloma|Waldenstrom Macroglobulinemia,oprozomib,DRUG,1,17,18 Years,,ALL,False,Amgen,INDUSTRY,0,19,United States,0.0,1,1,0,0,1,1.5,1,0,0,0,2,5.351858133476067,large,0,1,1,0,1,0,1,0,1,0,0,0,1,1,18,1,1,0,0,1,0,2011-10-15,2019-08-12,2858.0,2011.0,0,3,1
NCT01350128,PT001 MDI Versus Atrovent Study in Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD),"A Randomized, Double-Blind, Chronic Dosing (7 Days), Three-Period, Six-Treatment, Placebo-Controlled, Incomplete Block, Cross-Over, Multi-Center Study to Assess Efficacy and Safety of Four Doses of PT001 in Patients With Moderate to Severe COPD, Compared With Atrovent® HFA Inhalation Aerosol (Open-Label) as An Active Control",COMPLETED,2011-05-01,2011-10-01,2018-06-20,INTERVENTIONAL,PHASE2,103.0,ACTUAL,RANDOMIZED,CROSSOVER,TREATMENT,QUADRUPLE,Chronic Obstructive Pulmonary Disease,PT001 MDI|Ipratropium Bromide HFA Inhalation Aerosol|Placebo MDI,DRUG|OTHER,1,8,40 Years,80 Years,ALL,False,"Pearl Therapeutics, Inc.",INDUSTRY,0,8,United States,1.0,0,1,0,0,0,2.0,0,0,0,0,1,4.6443908991413725,medium,0,1,1,0,0,0,1,0,1,0,1,1,1,0,9,1,1,0,0,3,1,2011-05-01,2011-10-01,153.0,2011.0,0,2,0
NCT00666328,Clevidipine in the Treatment of Patients With Acute Hypertension and Intracerebral Hemorrhage (ACCELERATE),The Evaluation of Patients With Acute Hypertension and Intracerebral Hemorrhage With Intravenous Clevidipine Treatment (ACCELERATE),COMPLETED,2008-06,2010-04,2014-08-29,INTERVENTIONAL,PHASE3,37.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Hypertension|Hemorrhage,clevidipine,DRUG,1,9,18 Years,,ALL,False,The Medicines Company,INDUSTRY,0,17,Germany|United States,1.0,0,0,1,0,0,3.0,0,0,0,1,2,3.6375861597263857,small,1,1,1,0,0,0,1,1,1,1,0,0,1,0,10,1,1,0,0,1,0,,,,,0,3,1
NCT05151328,Efficacy and Safety of Plecanatide Comparing With Placebo in the Treatment of Functional Constipation,"A Multi-center, Randomized, Double-blind, Placebo-controlled Phase III Clinical Study to Evaluate the Efficacy and Safety of Plecanatide in the Treatment of Functional Constipation in Chinese Patients for up to 12 Weeks",COMPLETED,2022-03-18,2023-10-26,2024-07-11,INTERVENTIONAL,PHASE3,648.0,ACTUAL,RANDOMIZED,FACTORIAL,TREATMENT,QUADRUPLE,Functional Constipation,Plecanatide,DRUG,1,13,18 Years,,ALL,False,"Shandong Luoxin Pharmaceutical Group Stock Co., Ltd.",INDUSTRY,0,1,China,1.0,0,0,1,0,0,3.0,0,0,0,0,1,6.47543271670409,xlarge,0,1,1,0,0,0,0,0,0,0,1,1,1,0,14,1,1,0,0,1,0,2022-03-18,2023-10-26,587.0,2022.0,1,1,0
NCT01266928,Does Vitamins C and E Supplementation of After Preterm Rupture of Membranes Prolong the Duration of Latency? A Prospective Randomized Controlled Study,,COMPLETED,2011-01,2011-11,2012-02-07,INTERVENTIONAL,PHASE3,244.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,NONE,Preterm Premature Rupture of Membranes,vitamine C and E,DRUG,1,1,18 Years,40 Years,FEMALE,True,Erzincan Military Hospital,OTHER,0,1,Turkey (Türkiye),1.0,0,0,1,0,0,3.0,0,0,0,0,1,5.501258210544727,large,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,1,0,,,,,0,0,0
NCT00553267,Telmisartan/Amlodipine (80/10) vs. Telmisartan/Amlodipine (40/10) vs. amlodipine10 in Resistant Hypertension,"An Eight-week Randomised, Double-blind Study to Compare the Fixed-dose Combination of Telmisartan 40mg + Amlodipine 10mg Versus Telmisartan 80mg + Amlodipine 10mg Versus Amlodipine 10mg Monotherapy in Patients With Hypertension Who Fail to Respond Adequately to Treatment With Amlodipine 10mg Monotherapy",COMPLETED,2007-11,,2014-02-13,INTERVENTIONAL,PHASE3,947.0,ACTUAL,,PARALLEL,TREATMENT,,Hypertension,fixed dose combination of telmisartan+amlodipine|amlodipine,DRUG,1,9,18 Years,,ALL,False,Boehringer Ingelheim,INDUSTRY,0,97,United Kingdom|Russia|Turkey (Türkiye)|Ukraine|Australia|Bulgaria|Slovakia|Ireland|Austria|New Zealand|Spain|Czechia|Switzerland|Italy,1.0,0,0,1,0,0,3.0,0,0,0,1,1,6.854354502255021,xlarge,0,1,1,0,0,0,1,1,0,1,0,0,1,1,10,1,1,0,0,2,1,,,,,0,3,1
NCT05003700,Hepatic Arterial Infusion Combined With Lenvatinib and Camrelizumab for Unresectable Hepatocellular Carcinoma,"Hepatic Arterial Infusion Chemotherapy Plus Lenvatinib and Camrelizumab for Unresectable Hepatocellular Carcinoma：a Prospective, Single-arm，Phase II Trial.",COMPLETED,2021-08-12,2024-07-04,2024-11-05,INTERVENTIONAL,PHASE2,39.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Hepatocellular Carcinoma,Hepatic arterial infusion chemotherapy|Lenvatinib|Camrelizumab,PROCEDURE|DRUG,1,7,18 Years,75 Years,ALL,False,"Nanfang Hospital, Southern Medical University",OTHER,0,1,China,1.0,0,1,0,0,0,2.0,1,0,0,0,1,3.6888794541139363,small,1,1,0,1,0,0,0,0,0,0,0,0,1,0,8,1,1,0,0,3,1,2021-08-12,2024-07-04,1057.0,2021.0,1,2,0
NCT03328507,A Pilot Evaluation of BLI4900 Bowel Preparation in Adult Subjects,A Pilot Evaluation of BLI4900 Bowel Preparation in Adult Subjects,COMPLETED,2017-11-09,2019-11-12,2023-10-24,INTERVENTIONAL,PHASE2,121.0,ACTUAL,NON_RANDOMIZED,SEQUENTIAL,TREATMENT,NONE,Colonoscopy,BLI4900|PEG Control,DRUG,1,0,18 Years,85 Years,ALL,False,Braintree Laboratories,INDUSTRY,0,4,United States,1.0,0,1,0,0,0,2.0,0,0,0,0,1,4.804021044733257,medium,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,2,1,2017-11-09,2019-11-12,733.0,2017.0,1,1,0
NCT02445807,A Study of the Efficacy and Safety of DFD-06 Cream in the Treatment of Moderate to Severe Plaque Psoriasis,"A Randomized, Double-Blind, Vehicle-Controlled, Multicenter, Parallel Group Study of the Efficacy and Safety of DFD-06 Cream in the Treatment of Moderate to Severe Plaque Psoriasis for 14 Days",COMPLETED,2015-12,2016-07,2018-05-15,INTERVENTIONAL,PHASE3,265.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Chronic Stable Plaque Psoriasis,DFD06-Cream|Vehicle Cream,DRUG,1,2,18 Years,,ALL,False,"Promius Pharma, LLC",INDUSTRY,0,30,United States,1.0,0,0,1,0,0,3.0,0,1,0,0,1,5.583496308781699,large,0,1,1,0,0,0,1,0,1,0,1,1,1,1,3,1,1,0,0,2,1,,,,,0,1,0
NCT01878292,Safety and Efficacy of Vilazodone in Adolescent Patients With Major Depressive Disorder,"A Double-Blind, Placebo-Controlled Evaluation of the Safety and Efficacy of Vilazodone in Adolescent Patients With Major Depressive Disorder",COMPLETED,2013-07-11,2016-10-05,2019-12-24,INTERVENTIONAL,PHASE3,529.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Major Depressive Disorder,Placebo|Vilazodone|Vilazodone,DRUG,1,1,12 Years,17 Years,ALL,False,Forest Laboratories,INDUSTRY,0,52,United States,1.0,0,0,1,0,0,3.0,0,0,0,0,1,6.272877006546167,xlarge,0,1,1,0,0,0,1,0,1,0,1,1,1,1,2,1,1,0,0,3,1,2013-07-11,2016-10-05,1182.0,2013.0,0,1,0
NCT00912392,Etoposide-Carboplatin Alone or With Endostar for Extensive Disease Small Cell Lung Cancer (ED-SCLC),"Etoposide-Carboplatin (EC) Versus EC Plus Endostar in Patients With Extensive Disease Small Cell Lung Cancer (ED-SCLC): Randomized, Open Label, Placebo-controlled, Multicentre Study",COMPLETED,2009-05,2012-12,2014-09-03,INTERVENTIONAL,PHASE2,138.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,Small Cell Lung Cancer,Endostar|Etoposide-Carboplatin,DRUG,1,7,18 Years,75 Years,ALL,False,"Shandong Simcere-Medgenn Bio-pharmaceutical Co., Ltd",INDUSTRY,0,1,China,1.0,0,1,0,0,0,2.0,1,0,0,0,1,4.9344739331306915,medium,0,1,1,0,0,0,0,0,0,0,1,0,1,1,8,1,1,0,0,2,1,,,,,0,2,0
NCT04353492,An Open-label Study Evaluating Ofatumumab Treatment Effectiveness and PROs in Subjects With RMS Transitioning From Fumarate-based RMS Approved Therapies or Fingolimod to Ofatumumab,"A Single-arm, Prospective, Multicentre, Open-label Study to Evaluate Ofatumumab Treatment Effectiveness and Patient-reported Outcomes (PRO) in Patients With Relapsing Multiple Sclerosis (RMS) Transitioning From Fumarate-based RMS Approved Therapies or Fingolimod",COMPLETED,2020-07-14,2025-03-11,2025-11-12,INTERVENTIONAL,PHASE3,562.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Relapsing Multiple Sclerosis,Ofatumumab,BIOLOGICAL,1,1,18 Years,60 Years,ALL,False,Novartis Pharmaceuticals,INDUSTRY,0,123,Estonia|Canada|Austria|Latvia|Slovenia|Hungary|Saudi Arabia|Argentina|Russia|Australia|Bulgaria|Portugal|Spain|Norway|Belgium|Italy|United States|Lebanon|Czechia|Germany|Poland|Greece|United Kingdom|Turkey (Türkiye)|Slovakia|Switzerland|Mexico,1.0,0,0,1,0,0,3.0,0,1,0,0,1,6.333279628139691,xlarge,0,1,1,0,1,0,1,1,1,1,0,0,1,0,2,1,0,1,0,1,0,2020-07-14,2025-03-11,1701.0,2020.0,1,1,0
NCT00158600,A Placebo-Controlled Study of Safety and Effectiveness of Myozyme (Alglucosidase Alfa) in Patients With Late-Onset Pompe Disease,"Randomized, Double-Blind, Placebo-Controlled Study of the Safety, Efficacy and Pharmacokinetics of Myozyme in Patients With Late-Onset Pompe Disease.",COMPLETED,2005-09,2007-09,2015-04-28,INTERVENTIONAL,PHASE3,90.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Pompe Disease (Late-onset)|Glycogen Storage Disease Type II (GSD-II)|Acid Maltase Deficiency Disease|Glycogenosis 2,alglucosidase alfa|Placebo,DRUG|BIOLOGICAL,6,2,8 Years,,ALL,False,"Genzyme, a Sanofi Company",INDUSTRY,0,8,France|Netherlands|United States,1.0,0,0,1,0,0,3.0,0,0,0,0,4,4.51085950651685,medium,1,1,1,0,1,0,1,1,1,1,1,1,1,1,8,1,1,1,0,2,1,,,,,0,4,1
