nct_id,brief_title,official_title,overall_status,start_date,completion_date,last_update,study_type,phase,enrollment,enrollment_type,allocation,intervention_model,primary_purpose,masking,condition,intervention_name,intervention_type,primary_outcome_count,secondary_outcome_count,min_age,max_age,sex,healthy_volunteers,lead_sponsor_name,lead_sponsor_class,collaborator_count,location_count,countries
NCT01952314,Medical Expulsive Therapy for Ureter Stone Using Naftopidil,"Medical Expulsive Therapy for Ureter Stone Using Naftopidil: Multicenter, Randomized, Double-blind, Placebo Controlled Study",COMPLETED,2014-05,2015-08,2015-12-10,INTERVENTIONAL,PHASE3,150.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Ureter Stones,Naftopidil 75mg|Placebo for Naftopidil|Standard treatment,DRUG,1,4,20 Years,,ALL,False,Seoul National University Hospital,OTHER,1,6,South Korea
NCT01767116,A Study to Evaluate Chronic Hepatitis C Infection in Adults With Genotype 1b Infection,"A Randomized, Double-blind, Controlled Study to Evaluate the Efficacy and Safety of the Combination of ABT-450/Ritonavir/ABT-267 (ABT-450/r/ABT-267) and ABT-333 With and Without Ribavirin (RBV) in Treatment-Naive Adults With Genotype 1b Chronic Hepatitis C Virus (HCV) Infection (PEARL-III)",COMPLETED,2012-12,2014-08,2021-07-12,INTERVENTIONAL,PHASE3,419.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Chronic Hepatitis C Infection,"ABT-450/r/ABT-267, ABT-333|Ribavirin|Placebo for ribavirin",DRUG,1,5,18 Years,70 Years,ALL,False,"AbbVie (prior sponsor, Abbott)",INDUSTRY,0,0,
NCT02976116,A Phase II Study of Fruquintinib in Combination With Gefitinib in Patients With Advanced Non-small Cell Lung Cancer,"Fruquintinib in Combination With Gefitinib as First-line Therapy in Patients With Advanced Non-squamous Non-small-cell Lung Cancer Harboring Activating EGFR Mutations : a Single-arm, Multicenter, Phase II Study",COMPLETED,2016-12,2019-06-28,2019-11-15,INTERVENTIONAL,PHASE2,50.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,NSCLC,Fruquintinib|Gefitinib,DRUG,2,4,18 Years,,ALL,False,Hutchison Medipharma Limited,INDUSTRY,0,2,China
NCT02678533,Mobilization and Collection of Peripheral Blood Stem Cells in Patients With Fanconi Anemia Using G-CSF and Plerixafor,Pilot Study Assessing the Feasibility of CD34+ Cells Mobilization and Collection After Treatment With G-CSF and Plerixafor in Patients With Fanconi Anemia for Subsequent Treatment by Gene Therapy,COMPLETED,2017-02-10,2019-05-03,2025-09-11,INTERVENTIONAL,PHASE1|PHASE2,4.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Fanconi Anemia,G-CSF|Plerixafor,DRUG,1,1,2 Years,17 Years,ALL,False,Assistance Publique - Hôpitaux de Paris,OTHER,2,1,France
NCT04633447,A Study to Evaluate Guselkumab for the Treatment of Participants With New-onset or Relapsing Giant Cell Arteritis,"A Phase 2, Multicenter, Randomized, Placebo-controlled, Double-blind, Proof-of-Concept Study to Evaluate Guselkumab for the Treatment of Participants With New-onset or Relapsing Giant Cell Arteritis",TERMINATED,2020-12-10,2024-05-22,2025-07-01,INTERVENTIONAL,PHASE2,53.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Giant Cell Arteritis,Guselkumab|Placebo,DRUG,1,14,50 Years,,ALL,False,"Janssen Research & Development, LLC",INDUSTRY,0,30,Canada|United States|Italy|Belgium|Spain|France|Poland|Germany|Israel
NCT01230138,Pivotal Efficacy and Safety Registration Trial of FP187 in Moderate to Severe Plaque Psoriasis,"A Randomised, Double Blind, Placebo Controlled Efficacy and Safety Trial of Different Doses/Dose Regimens of FP187 Compared to Placebo in Moderate to Severe Plaque Psoriasis (Pivotal Registration Study)",COMPLETED,2010-09,2012-05,2012-12-11,INTERVENTIONAL,PHASE2,252.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Plaque Psoriasis,Placebo|FP187|FP187|FP187|FP187,DRUG,1,9,18 Years,90 Years,ALL,False,Forward-Pharma GmbH,INDUSTRY,0,2,Germany
NCT01716377,Healing With Venlafaxine After Injury (HELP),Healing With Venlafaxine After Injury: A Randomized Clinical Trial of Venlafaxine Following Motor Vehicle Collision,COMPLETED,2012-10,2016-09,2017-04-13,INTERVENTIONAL,PHASE2,20.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,TRIPLE,Neck Pain,Venlafaxine,DRUG,1,1,18 Years,50 Years,ALL,False,Rhode Island Hospital,OTHER,4,3,United States
NCT03189745,A Study To Evaluate A Booster Dose Of Menacwy-tt Vaccine Administered 10 Years After Healthy Subjects Aged 11-17 Years Received Either Menacwy-tt Vaccine (Nimenrix(Registered)) Or Mencevax Acwy(Registered).,"A PHASE IIIB, OPEN STUDY TO EVALUATE THE IMMUNOGENICITY, REACTOGENICITY AND SAFETY OF A BOOSTER DOSE OF MENACWY-TT VACCINE ADMINISTERED 10 YEARS AFTER HEALTHY SUBJECTS AGED 11-17 YEARS RECEIVED EITHER MENACWY-TT VACCINE (NIMENRIX(REGISTERED)) OR MENCEVAX ACWY(REGISTERED).",COMPLETED,2017-08-01,2018-04-11,2020-10-12,INTERVENTIONAL,PHASE3,229.0,ACTUAL,,PARALLEL,PREVENTION,NONE,Meningococcal ACWY Disease,MenACWY-TT,BIOLOGICAL,1,8,20 Years,28 Years,ALL,True,Pfizer,INDUSTRY,0,1,Philippines
NCT01809977,Comparison of Partial Removal and Total Removal of the Corneal Epithelium on Keratoconus,Study of Surgical Methods for Keratoconus,COMPLETED,2012-07,2012-12,2013-03-13,INTERVENTIONAL,PHASE2,22.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,SINGLE,Keratoconus,collagen cross-linking procedure (total removal)|collagen cross-linking procedure (partial removal),PROCEDURE,1,1,16 Years,40 Years,ALL,True,Isfahan University of Medical Sciences,OTHER,0,1,Iran
NCT02785172,Safety and Efficacy of IDP-118 Lotion to Ultravate® in the Treatment of Plaque Psoriasis,"A Phase 2, Multi-Center, Double-Blind, Randomized, Vehicle-Controlled Study to Compare the Safety and Efficacy of IDP-118 Lotion to Ultravate® in the Treatment of Plaque Psoriasis",COMPLETED,2016-04,2017-01,2020-08-20,INTERVENTIONAL,PHASE2,154.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Psoriasis,IDP-118 Vehicle Lotion|IDP-118 Vehicle Cream|IDP-118 Lotion|Ultravate Cream,DRUG,1,0,18 Years,,ALL,True,"Bausch Health Americas, Inc.",INDUSTRY,0,14,United States
NCT01256372,An Trial of Two Dosing Regimens of AP214 for the Prevention of Kidney Injury in Patients Undergoing Cardiac Surgery,"An Explorative Phase 2, Randomized, Double-Blind, Placebo-Controlled, Safety and Efficacy Trial of Two Dosing Regimens of AP214 for the Prevention of Kidney Injury in Patients Undergoing Cardiac Surgery",COMPLETED,2010-10,2011-08,2012-03-15,INTERVENTIONAL,PHASE2,77.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,TRIPLE,Cardiac Surgery|Coronary Artery Bypass|Aortic Aneurysm|Valve Surgery|Kidney Diseases,AP214|Placebo,DRUG,2,1,18 Years,,ALL,False,Action Pharma A/S,INDUSTRY,0,1,Denmark
NCT01213095,Rituximab Maintenance Therapy for Marginal Zone B-cell Lymphoma (MZL),R-CVP Followed by Rituximab Maintenance Therapy for Patients With Advanced Marginal Zone B-cell Lymphoma,COMPLETED,2010-09,2015-09,2016-04-11,INTERVENTIONAL,PHASE2,48.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Lymphoma,rituximab,DRUG,1,2,20 Years,,ALL,False,Dong-A University Hospital,OTHER,0,1,South Korea
NCT03876795,Evaluation of Effectiveness of Combined Intra-articular and Intra-osseus Injection VS a Single Intra-articular Injection of Bone Marrow Concentrate,"Evaluation of Effectiveness of Combined Intra-articular and Intra-osseus Injection VS a Single Intra-articular Injection of Bone Marrow Concentrate for the Treatment of Osteoarthritis in the Knee. (INTERFACE) Double Blind, Randomized Clinical Trial",COMPLETED,2019-11-08,2023-03-01,2023-04-19,INTERVENTIONAL,PHASE3,86.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,"Osteoarthritis, Knee",Bone Marrow Concentrate,BIOLOGICAL,1,1,40 Years,70 Years,ALL,False,Istituto Ortopedico Rizzoli,OTHER,0,1,Italy
NCT06002295,A Comparative Analysis of 4% Chlorhexidine Versus Methylated Spirit as Prophylaxis of Omphalitis and Sepsis in Newborns,A Comparative Analysis of 4% Chlorhexidine Versus Methylated Spirit as Prophylaxis of Omphalitis and Sepsis in Newborns,COMPLETED,2020-09-12,2021-11-19,2023-08-23,INTERVENTIONAL,PHASE2,300.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,Neonatal Sepsis|Omphalitis,Chlorhexidine Topical Cream|Methylated Spirit,DRUG,1,1,1 Day,10 Days,ALL,True,Sheikh Zayed Federal Postgraduate Medical Institute,OTHER,0,1,Pakistan
NCT02645175,Evaluate the Safety Profile and Ability of TW1025 Oral Solution to Decrease Fatigue,"A Randomized, Double-blind, Placebo-controlled, Parallel Study to Evaluate the Safety Profile and Ability of TW1025 to Decrease Fatigue",TERMINATED,2016-01,2018-12,2016-10-21,INTERVENTIONAL,PHASE2,3.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Metastatic Breast Cancer|Fatigue,TW1025|Placebo,DIETARY_SUPPLEMENT,1,1,18 Years,80 Years,FEMALE,False,Meriyana Bio Inc.,INDUSTRY,1,0,
NCT02975557,Brimonidine Eye Drops for Treatment of Ocular Graft-vs-Host Disease (oGVHD),"A Phase I/II Randomized, Placebo-Controlled, Double-Blind, Single-Center, Tolerability And Preliminary Efficacy Study Of Use of Brimonidine Eye Drops for Treatment of Ocular Graft-vs-Host Disease (oGVHD)",TERMINATED,2016-05,2017-04-13,2019-11-08,INTERVENTIONAL,PHASE1|PHASE2,15.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Dry Eye|Ocular Graft vs Host Disease|Meibomian Gland Dysfunction,Brimonidine 0.15%|Brimonidine 0.075%|Placebo,DRUG,1,0,18 Years,,ALL,False,"Sandeep Jain, MD",OTHER,1,2,United States
NCT02767557,Study of Nab-Paclitaxel and Gemcitabine With or Without Tocilizumab in Pancreatic Cancer Patients,"A Multinational, Randomized, Phase II Study of the Combination of Nab-Paclitaxel and Gemcitabine With or Without Tocilizumab, an IL-6R Inhibitor, as First-line Treatment in Patients With Locally Advanced or Metastatic Pancreatic Cancer.",COMPLETED,2017-01-26,2023-01-01,2023-09-22,INTERVENTIONAL,PHASE2,147.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,Unresectable Pancreatic Carcinoma,Tocilizumab|Gemcitabine|nab-Paclitaxel,DRUG,1,8,18 Years,,ALL,False,Herlev Hospital,OTHER,1,2,Denmark|Norway
NCT03170401,Supplemental Enteral Protein in Critical Illness,Protein-enhanced Enteral Nutrition and Metabolomics in Critically Ill Trauma and Surgical Patients,COMPLETED,2016-11,2022-12,2024-06-05,INTERVENTIONAL,PHASE3,500.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,TRIPLE,Nutrition Disorder|Trauma|Critical Illness,Protein supplementation|Standard enteral nutrition,DIETARY_SUPPLEMENT|OTHER,1,2,18 Years,,ALL,False,University of Washington,OTHER,1,1,United States
NCT02485301,A Study to Evaluate the Safety and Immunogenicity of a Candidate Ebola Vaccine in Adults,Safety and Immunogenicity Study of GSK Biologicals' Investigational Recombinant Chimpanzee Adenovirus Type 3-vectored Ebola Zaire Vaccine (GSK3390107A) in Adults in Africa,COMPLETED,2015-07-15,2016-12-23,2018-01-04,INTERVENTIONAL,PHASE2,3024.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,TRIPLE,Virus Diseases,GlaxoSmithKline (GSK) Biologicals' investigational recombinant chimpanzee adenovirus Type 3-vectored Ebola Zaire vaccine (ChAd3-EBO-Z) (GSK3390107A)|Placebo,DRUG|BIOLOGICAL,21,2,18 Years,,ALL,True,GlaxoSmithKline,INDUSTRY,0,5,Mali|Senegal|Nigeria|Cameroon
NCT06414512,Optimizing the Dose of Flucytosine for the Treatment of Cryptococcal Meningitis,Optimizing the Dose of Flucytosine for the Treatment of Cryptococcal Meningitis,COMPLETED,2024-04-09,2024-10-02,2025-08-27,INTERVENTIONAL,PHASE2,48.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,Cryptococcal Meningitis,AMBITION trial control|Flucytosine,DRUG,1,2,18 Years,,ALL,False,University of Minnesota,OTHER,3,2,Uganda
NCT04461119,"Study to Determine the Safety, Tolerability, and Efficacy of Evenamide in Patients With Chronic Schizophrenia","A Phase II, Randomized, 4-Week, Double-Blind, Placebo-Controlled, Multiple-Dose Study, Designed to Determine the Safety, Tolerability, EEG Effects and Preliminary Efficacy of Fixed Oral Doses of 7.5 and 15 MG BID of Evenamide in Patients With Chronic Schizophrenia Who Are Symptomatic on Their Current Second-Generation Antipsychotic Medication",COMPLETED,2020-06-16,2021-03-13,2021-05-20,INTERVENTIONAL,PHASE2,138.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Schizophrenia,Evenamide|Placebo,DRUG,2,6,18 Years,,ALL,False,Newron Pharmaceuticals SPA,INDUSTRY,0,14,United States|India
NCT02137330,Obalon in Children With Severe Obesity,Tolerance and Efficacy of the Swallowable Obalon® Gastric Balloons System in Children With Severe Obesity,COMPLETED,2014-01,2014-06,2015-07-22,INTERVENTIONAL,PHASE3,10.0,ACTUAL,NON_RANDOMIZED,PARALLEL,TREATMENT,NONE,Severe Pediatric Obesity (BMI > 97° pc -According to Centers for Disease Control and Prevention BMI Charts-)|Altered Liver Function Tests|Glycemic Intolerance,Swallowable Obalon® Gastric Balloon,DEVICE,1,1,9 Years,17 Years,ALL,False,Bambino Gesù Hospital and Research Institute,OTHER,0,1,Italy
