nct_id,brief_title,official_title,overall_status,start_date,completion_date,last_update,study_type,phase,enrollment,enrollment_type,allocation,intervention_model,primary_purpose,masking,condition,intervention_name,intervention_type,primary_outcome_count,secondary_outcome_count,min_age,max_age,sex,healthy_volunteers,lead_sponsor_name,lead_sponsor_class,collaborator_count,location_count,countries
NCT01827293,Promethazine vs. Lorazepam for Treatment of Vertigo,Promethazine vs. Lorazepam for Treatment of Vertigo in the Emergency Department: A Randomized Clinical Trial,COMPLETED,2013-04,2013-06,2013-06-14,INTERVENTIONAL,PHASE3,210.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Peripheral Vertigo.,Promethazine|Lorazepam,DRUG,1,1,18 Years,65 Years,ALL,False,Shahid Beheshti University of Medical Sciences,OTHER,0,1,Iran
NCT01421121,Safety and Immunogenicity of an Inactivated EV71 Vaccine in Infants,,COMPLETED,2011-06,2011-12,2012-11-27,INTERVENTIONAL,PHASE2,540.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,DOUBLE,"Infection, Viral, Enterovirus",100U EV71 vaccine with adjuvant|200 U EV71 vaccine with adjuvant|400U EV71 vaccine with adjuvant|200U EV71 vaccine without adjuvant|Placebo,BIOLOGICAL,1,1,6 Months,35 Months,ALL,True,"Sinovac Biotech Co., Ltd",INDUSTRY,0,1,China
NCT02275806,Cisplatin/Irinotecan With Concurrent Radiation for Inoperable NSCLC,A Phase II Study of Definitive Concurrent Radiation Therapy With Cisplatin and Irinotecan Chemotherapy in Locally Advanced In-operable Non-Small Cell Lung Cancer,TERMINATED,2014-10,2017-09-27,2019-08-21,INTERVENTIONAL,PHASE2,4.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,"Lung Neoplasms, Non-Small Cell Lung Cancer",Irinotecan|Cisplatin,DRUG,2,2,18 Years,,ALL,False,Leo W. Jenkins Cancer Center,OTHER,0,1,United States
NCT01987804,Dose-relationship of Vaginally Administrated Oxytocin in Postmenopausal Women,"A Double-blind, Placebo Controlled Single Centre Trial to Evaluate the Dose-relationship of the Effects of Vaginally Administered Oxytocin on the Vaginal Mucosal Membrane in Postmenopausal Women With Vaginal Atrophy",COMPLETED,2012-01,2013-01,2020-11-13,INTERVENTIONAL,PHASE2,64.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Vaginal Atrophy,Oxytocin 100 i.u.|Oxytocin 400 i.u.|Placebo,DRUG,1,1,40 Years,,FEMALE,False,PepTonic Medical AB,INDUSTRY,1,1,Sweden
NCT04968184,Efficacy and Safety of KBP-5074 in Uncontrolled Hypertension and Moderate or Severe Chronic Kidney Disease (CKD),A Phase 3 Randomized Double-Blind Placebo-Controlled Multicenter Study to Assess the Efficacy and Safety of KBP-5074 Mineralocorticoid Receptor Antagonist in Subjects With Uncontrolled Hypertension and Moderate or Severe (Stage 3b/4) CKD,TERMINATED,2021-11-05,2024-07-10,2025-09-03,INTERVENTIONAL,PHASE3,652.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Chronic Kidney Diseases,Placebo|KBP-5074,DRUG,2,11,18 Years,,ALL,False,KBP Biosciences,INDUSTRY,0,215,Canada|United States|Spain|Hungary|Lithuania|Australia|China|Malaysia|Georgia|South Korea|Taiwan|Poland|Bosnia and Herzegovina|Germany|Israel|Serbia|South Africa|Czechia|Croatia|Latvia|Bulgaria|Hong Kong
NCT01876433,Beta 3 Agonist Treatment in Heart Failure,Beta 3 Agonist Treatment in Heart Failure,COMPLETED,2013-09-30,2015-09-30,2020-10-19,INTERVENTIONAL,PHASE2,70.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Chronic Heart Failure With Reduced Ejection Fraction (HFrEF),Mirabegron|Placebo,DRUG,1,10,18 Years,,ALL,False,Henning Bundgaard,OTHER,0,3,Denmark|Australia
NCT01468233,Efficacy and Safety Study of Adalimumab in the Treatment of Hidradenitis Suppurativa,A Phase 3 Multicenter Study of the Safety and Efficacy of Adalimumab in Subjects With Moderate to Severe Hidradenitis Suppurativa - PIONEER II,COMPLETED,2011-11,2014-04,2021-07-12,INTERVENTIONAL,PHASE3,326.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Hidradenitis Suppurativa (HS),adalimumab|placebo,BIOLOGICAL,1,3,18 Years,99 Years,ALL,False,"AbbVie (prior sponsor, Abbott)",INDUSTRY,0,0,
NCT05324852,AGItated Patients Management: intraNASAL Midazolam vs Intramuscular Loxapine,"AGItated Patients Management: intraNASAL Midazolam vs Intramuscular Loxapine, a Randomized Non Inferiority Trial",TERMINATED,2023-04-09,2024-04-23,2024-05-28,INTERVENTIONAL,PHASE3,1.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,Emergence Delirium,Intranasal midazolam|Intramuscular loxapine,DRUG,1,7,18 Years,60 Years,ALL,False,Assistance Publique - Hôpitaux de Paris,OTHER,1,1,France
NCT01416155,Extension Study to Evaluate Safety and Efficacy of Natalizumab in Japanese Participants With Relapsing-Remitting Multiple Sclerosis,"A Long-Term, Open-Label, Multicenter, Extension Study to Evaluate Safety and Efficacy of BG00002 in Japanese Subjects With Relapsing-Remitting Multiple Sclerosis",COMPLETED,2010-10,2014-12,2016-01-14,INTERVENTIONAL,PHASE2,97.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Relapsing-Remitting Multiple Sclerosis|Multiple Sclerosis,natalizumab,DRUG,2,2,18 Years,65 Years,ALL,False,Biogen,INDUSTRY,0,22,Japan
NCT02114255,Effects of BCG on Influenza Induced Immune Response,The Effects of BCG-vaccination on the Immune Response Induced by Influenza-vaccination in Healthy Volunteers. A Pilot Proof-of-principle Study.,COMPLETED,2014-05,2014-09,2015-11-10,INTERVENTIONAL,PHASE2|PHASE3,40.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,QUADRUPLE,Influenza Virus Infection|Trained Immunity,Placebo|BCG,OTHER|BIOLOGICAL,2,7,18 Years,35 Years,MALE,True,Radboud University Medical Center,OTHER,0,1,Netherlands
NCT01339455,Autologous Hematopoietic Stem Cell Transplant in Neuromyelitis Optica,Autologous Hematopoietic Stem Cell Transplant in Patients With Neuromyelitis Optica,TERMINATED,2011-03,2017-03,2018-05-02,INTERVENTIONAL,PHASE1|PHASE2,3.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Neuromyelitis Optica,AHSCT,PROCEDURE,1,9,18 Years,65 Years,ALL,False,University of Calgary,OTHER,0,1,Canada
NCT00957346,Mifepristone and Misoprostol Versus Misoprostol Alone for Mid-trimester Termination of Pregnancy (14-21 Weeks LMP),Mifepristone and Misoprostol Versus Misoprostol Alone for Mid-trimester Termination of Pregnancy (14-21 Weeks LMP): A Randomized-controlled Double-blinded Trial,TERMINATED,2011-02,2012-01,2011-11-08,INTERVENTIONAL,PHASE3,20.0,ESTIMATED,RANDOMIZED,PARALLEL,TREATMENT,TRIPLE,"Abortion, Induced",Mifepristone+misoprostol|Placebo+Misoprostol,DRUG,2,5,,,FEMALE,True,Gynuity Health Projects,OTHER,1,1,Puerto Rico
NCT01023061,Abiraterone Prednisone and Hormonal Therapy Before and During Radiation Therapy in Localized Prostate Cancer,"Phase II Trial of Radiation With Androgen Deprivation: Abiraterone Acetate, Prednisone and Luteinizing Hormone Releasing Hormone Agonist Prior to Radiation Therapy",COMPLETED,2010-03,2015-09,2017-06-06,INTERVENTIONAL,PHASE2,24.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Adenocarcinoma of the Prostate|Stage II Prostate Cancer|Stage III Prostate Cancer|Stage IV Prostate Cancer,abiraterone acetate|prednisone|leuprolide acetate|laboratory biomarker analysis|external beam radiation therapy|goserelin acetate,RADIATION|DRUG|OTHER,2,1,18 Years,,MALE,False,University of Washington,OTHER,1,2,United States
NCT01641042,Comparison of GlaxoSmithKline (GSK)134612 in Subjects With Increased Risk for Meningococcal Disease Versus Healthy Subjects,Immunogenicity and Safety Study of GSK Biologicals' Meningococcal Vaccine GSK 134612 Administered to at Risk Subjects From 1 to Less Than 18 Years,COMPLETED,2012-09-10,2015-03-03,2017-10-18,INTERVENTIONAL,PHASE3,86.0,ACTUAL,NON_RANDOMIZED,PARALLEL,PREVENTION,NONE,"Infections, Meningococcal",Meningococcal vaccine GSK134612,BIOLOGICAL,2,19,1 Year,17 Years,ALL,True,GlaxoSmithKline,INDUSTRY,0,16,Czechia|United States
NCT01124370,Chronic Evaluation of Respicardia Therapy,Safety and Efficacy Evaluation of Respicardia Therapy for Central Sleep Apnea,COMPLETED,2010-05,2014-08,2016-05-16,INTERVENTIONAL,PHASE2,57.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Sleep Disordered Breathing|Cheyne Stokes Respiration|Periodic Breathing|Sleep Apnea|Central Sleep Apnea,remedē (TM) system,DEVICE,1,6,18 Years,,ALL,False,"Respicardia, Inc.",INDUSTRY,0,13,Poland|Germany|United States|Italy
NCT02968173,A Study to Assess the Safety and Effectiveness of Palivizumab Administered to Children at High Risk of Severe Respiratory Syncytial Virus (RSV) Infection in the Russian Federation and the Republic of Belarus,"A Prospective, International, Multicenter, Open-Label, Non-Controlled Study of Safety and Effectiveness of Palivizumab, in Children at High Risk of Severe Respiratory Syncytial Virus (RSV) Infection in the Russian Federation and the Republic of Belarus",COMPLETED,2016-11-09,2017-07-13,2018-03-13,INTERVENTIONAL,PHASE3,50.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Respiratory Syncytial Virus (RSV),Palivizumab,DRUG,1,7,,24 Months,ALL,False,AbbVie,INDUSTRY,0,0,
NCT04951869,: Protescal: Prevention of Hypertrophic Scar and Keloid Formation Post Caesarean Section,Assessing the Effectiveness of Protescal In Preventing Post Caesarean Section Hypertrophic Scar and Keloid,COMPLETED,2017-04-26,2017-11-16,2021-07-07,INTERVENTIONAL,PHASE2|PHASE3,90.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,SINGLE,Caesarean Wound|Hypertrophic Surgical Scar|Keloid Scar Following Surgery,Protescal gel,DRUG,3,1,18 Years,,FEMALE,True,Universiti Kebangsaan Malaysia Medical Centre,OTHER,0,1,Malaysia
NCT06128369,Study Evaluating the Efficacy and Safety of OCS-01 Eye Drops in Subjects Following Cataract Surgery,"A Randomized, Double-masked, Vehicle-controlled Study Evaluating the Efficacy and Safety of OCS-01 Ophthalmic Suspension in the Treatment of Inflammation and Pain Following Cataract Surgery",TERMINATED,2023-12-18,2024-05-09,2024-12-10,INTERVENTIONAL,PHASE3,117.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,"Inflammation Eye|Pain, Postoperative|Cataract",Dexamethasone Ophthalmic Suspension|Vehicle of OCS-01,DRUG|OTHER,2,0,18 Years,,ALL,False,Oculis,INDUSTRY,1,12,United States
NCT02980341,Phase I/II Study of U3-1402 in Subjects With Human Epidermal Growth Factor Receptor 3 (HER3) Positive Metastatic Breast Cancer,"Phase 1/2, Multicenter, Open-label, Multiple-Dose First-in-human Study of U3-1402, in Subjects With HER3 Positive Metastatic Breast Cancer",COMPLETED,2016-11-28,2023-09-07,2024-10-30,INTERVENTIONAL,PHASE1|PHASE2,182.0,ACTUAL,RANDOMIZED,SEQUENTIAL,TREATMENT,NONE,Metastatic Breast Cancer,Patritumab Deruxtecan,DRUG,2,18,18 Years,,ALL,False,"Daiichi Sankyo Co., Ltd.",INDUSTRY,2,26,Japan|United States
NCT04158141,Testing the Addition of Targeted Radiation Therapy to Surgery and the Usual Chemotherapy Treatment (Pemetrexed and Cisplatin [or Carboplatin]) for Stage I-IIIA Malignant Pleural Mesothelioma,Phase III Randomized Trial of Pleurectomy/Decortication Plus Systemic Therapy With or Without Adjuvant Hemithoracic Intensity-Modulated Pleural Radiation Therapy (IMPRINT) for Malignant Pleural Mesothelioma (MPM),TERMINATED,2020-01-29,2023-11-20,2025-02-19,INTERVENTIONAL,PHASE3,16.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,Pleural Biphasic Mesothelioma|Pleural Epithelioid Mesothelioma|Stage I Pleural Malignant Mesothelioma AJCC v8|Stage IA Pleural Malignant Mesothelioma AJCC v8|Stage IB Pleural Malignant Mesothelioma AJCC v8|Stage II Pleural Malignant Mesothelioma AJCC v8|Stage IIIA Pleural Malignant Mesothelioma AJCC v8,Carboplatin|Cisplatin|Decortication|Intensity-Modulated Radiation Therapy|Pemetrexed|Pemetrexed Disodium|Pencil beam scanning proton therapy|Pleurectomy,RADIATION|PROCEDURE|DRUG,1,5,18 Years,80 Years,ALL,False,NRG Oncology,OTHER,1,27,Canada|United States
NCT01526694,Phase II Trial Designed to Determine Efficacy and Safety of Bendamustine+Dexamethasone+Thalidomide in R/R MM,"Phase II Multicenter Clinical Trial to Investigate the Efficacy and Safety of Bendamustine, Dexamethasone and Thalidomide in R/R MM Pts After Treatment With Lenalidomide and Bortezomib or Which Are Ineligible to One of These Drugs",COMPLETED,2012-07,2017-04-08,2018-07-03,INTERVENTIONAL,PHASE2,30.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Multiple Myeloma,Bendamustine|Thalidomide|Dexamethasone,DRUG,2,3,18 Years,,ALL,False,Azienda Ospedaliera di Bolzano,OTHER,1,19,Italy
NCT02976766,Gypenosides Treatment for Optic Neuritis,"Gypenosides Treatment for Optic Neuritis: a Randomised, Double-blind, Placebo-controlled Trial",TERMINATED,2017-02-04,2020-12-31,2025-12-19,INTERVENTIONAL,PHASE2,10.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Optic Neuritis,Gypenosides|Placebo,DRUG,1,5,18 Years,60 Years,ALL,False,First Affiliated Hospital of Guangxi Medical University,OTHER,0,1,China
NCT03517566,A Study to Assess the Safety and Efficacy of ZPL389 in Patients With Moderate to Severe Atopic Dermatitis,"A Randomized, Double-blind, Placebo-controlled Multicenter Dose Ranging Study to Assess the Safety and Efficacy of Multiple Oral ZPL389 Doses in Patients With Moderate to Severe Atopic Dermatitis (ZEST Trial)",TERMINATED,2018-11-14,2020-08-06,2021-10-08,INTERVENTIONAL,PHASE2,293.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Atopic Dermatitis,Placebo|ZPL389 3mg|ZPL389 10mg|ZPL389 30mg|ZPL389 50mg,DRUG,1,6,18 Years,,ALL,False,Novartis Pharmaceuticals,INDUSTRY,0,89,Canada|United States|Japan|Belgium|Iceland|United Kingdom|Finland|Russia|Slovakia|Hungary|Taiwan|Poland|Austria|Germany|Netherlands|Czechia
NCT05591222,Study of Daxdilimab (HZN-7734) in Participants With Moderate-to-Severe Primary Discoid Lupus Erythematosus,"A Phase 2, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Trial to Investigate the Efficacy and Safety of Daxdilimab Subcutaneous Injection in Reducing Disease Activity in Adult Participants With Moderate-to-Severe Primary Discoid Lupus Erythematosus",TERMINATED,2022-12-29,2025-05-08,2025-10-21,INTERVENTIONAL,PHASE2,72.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Discoid Lupus Erythematosus,Placebo|Daxdilimab,DRUG,1,6,18 Years,75 Years,ALL,False,Amgen,INDUSTRY,0,68,Canada|United States|Denmark|Argentina|Czechia|France|Poland|Germany|Greece|Brazil|Bulgaria
NCT02300922,Pretargeted Radioimmunotherapy in Metastatic Colorectal Cancer,Pretargeted Radioimmunotherapy in Metastatic Colorectal Cancer : A Multicentric Phase I/II Study of Fractionated TF2 Plus 90Y-IMP288 (RITCOLON),TERMINATED,2015-01-27,2017-12-20,2022-08-01,INTERVENTIONAL,PHASE1|PHASE2,7.0,ACTUAL,,SINGLE_GROUP,OTHER,NONE,Metastatic Colorectal Cancer,Antibody TF2|90-Y-IMP-288|111-In-IMP-288,DRUG,1,0,18 Years,,ALL,False,Nantes University Hospital,OTHER,0,1,France
NCT02092922,A Phase 2 Trial of Filanesib in Relapsed/Refractory Multiple Myeloma (AfFIRM),,COMPLETED,2014-05,2017-09-05,2020-10-19,INTERVENTIONAL,PHASE2,154.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Advanced Multiple Myeloma,"Filanesib, KSP (Eg5) inhibitor; intravenous|Filgrastim, granulocyte-colony stimulating factor (G-CSF); subcutaneous",DRUG,1,7,18 Years,,ALL,False,Pfizer,INDUSTRY,0,60,Canada|United States|Spain|Belgium|United Kingdom|France|Germany|Greece
NCT01321151,Use of Resveratrol to Decrease Acute Secondary Brain Injury Following Sports-Related Concussions in Boxers,"Use of Resveratrol to Decrease Secondary Brain Injury Following Sports-Related Concussions: a Double-Blind, Placebo-Controlled Study",COMPLETED,2011-03,2011-11,2021-02-11,INTERVENTIONAL,PHASE1|PHASE2,12.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,TRIPLE,Sports Concussion,Resveratrol|Placebo,DRUG,2,4,18 Years,35 Years,ALL,True,University of Texas Southwestern Medical Center,OTHER,0,1,United States
NCT01703351,Prospective Randomized Trial Comparing the Effectiveness of Continuous Paravertebral Infusion of Local Anesthetics Versus Intravenous Patient-controlled Analgesia on Acute and Chronic Neuropathic Pain After VATS Lobectomy,,COMPLETED,2012-10-04,2015-11-06,2019-01-31,INTERVENTIONAL,PHASE2,79.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,SINGLE,Lung Neoplasms|Postoperative Pain,0.5% ropivacaine|Fentanyl 500mcg + acupan 160mg + nasea 0.6mg,DRUG,1,1,18 Years,78 Years,ALL,False,Yonsei University,OTHER,0,1,South Korea
NCT01135329,"Reduced-intensity, Related-donor Bone Marrow Transplantation Followed by High-dose Cyclophosphamide for Hematologic Cancers","Reduced-intensity, Related-donor Allogeneic BMT With Fludarabine, Busulfan, and High-dose Posttransplantation Cyclophosphamide for Hematologic Malignancies",TERMINATED,2010-08,2012-05,2018-07-03,INTERVENTIONAL,PHASE2,15.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Lymphoma|Leukemia|Myelodysplastic Syndrome,Fludarabine|Busulfan|Cyclophosphamide|Mycophenolate Mofetil|Tacrolimus,DRUG,2,6,6 Months,75 Years,ALL,False,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,OTHER,0,1,United States
NCT01466231,Everolimus in Refractory Testicular Germ Cell Cancer,Phase II Study of Everolimus in Refractory Testicular Germ Cell Cancer.,COMPLETED,2011-11,2015-06,2016-01-12,INTERVENTIONAL,PHASE2,15.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Germ Cell Tumor,Everolimus,DRUG,1,7,18 Years,,MALE,False,"National Cancer Institute, Slovakia",OTHER_GOV,0,1,Slovakia
NCT05809453,Intranasal Cocaine and Temperature Regulation During Exercise,Intranasal Cocaine and Temperature Regulation During Exercise,COMPLETED,2023-09-01,2024-08-01,2025-07-14,INTERVENTIONAL,PHASE1|PHASE2,27.0,ACTUAL,RANDOMIZED,CROSSOVER,BASIC_SCIENCE,SINGLE,Hyperthermia|Cocaine Use|Exercise,Cocaine|Lidocaine,DRUG,1,5,18 Years,50 Years,ALL,True,University of Texas Southwestern Medical Center,OTHER,0,1,United States
NCT01685853,Bowel Cleansing for Colonoscopy: Comparison Between a Same Day Low-Volume Preparation and a Conventional 4L Split One,"Bowel Cleansing for Colonoscopy: Comparison Between a Same Day Low-Volume Preparation and a Conventional 4L Split One. A Randomized, Observer-blind, Parallel Group, Comparative Study.",COMPLETED,2011-04,2012-03,2012-09-19,INTERVENTIONAL,PHASE3,164.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,SINGLE,Colonoscopy,Bisacodyl plus PEG-CS|PEG 4 litres split,DRUG,1,6,18 Years,85 Years,ALL,False,European Institute of Oncology,OTHER,0,1,Italy
NCT02205372,"Safety, Tolerability and Pharmacokinetic Study of MT-3995 at a Low Dose in Subjects With Diabetic Nephropathy","A Phase II, Randomised, Double-blind, Placebo-controlled Study of MT-3995 (Low Dose) in Subjects With Diabetic Nephropathy",COMPLETED,2014-07,2015-08,2015-09-16,INTERVENTIONAL,PHASE1|PHASE2,31.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Diabetic Nephropathy,MT-3995|Placebo,DRUG,1,4,20 Years,75 Years,ALL,False,Tanabe Pharma Corporation,INDUSTRY,0,1,Japan
NCT03678545,Dupilumab in Eosinophilic Gastritis,"A Randomized, Double-blind, Placebo-controlled Clinical Trial to Evaluate the Efficacy of Dupilumab (Anti-IL4a) in Subjects With Eosinophilic Gastritis",COMPLETED,2021-05-15,2024-11-13,2025-11-04,INTERVENTIONAL,PHASE2,41.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,TRIPLE,Eosinophilic Gastritis|Eosinophilic Gastroenteritis,Dupilumab (blinded)|Placebo (blinded),DRUG,1,0,12 Years,70 Years,ALL,False,"Children's Hospital Medical Center, Cincinnati",OTHER,2,12,United States
NCT04356495,Trial of COVID-19 Outpatient Treatment in Individuals With Risk Factors for Aggravation,Randomized Trial to Evaluate the Safety and Efficacy of Outpatient Treatments to Reduce the Risk of Worsening in Individuals With COVID-19 With Risk Factors (COVERAGE France),COMPLETED,2020-07-29,2021-10-22,2022-02-04,INTERVENTIONAL,PHASE2|PHASE3,412.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,Corona Virus Infection|Sars-CoV2,Vitamins|Telmisartan|Ciclesonide|interferon β-1b,DRUG|DIETARY_SUPPLEMENT,4,12,50 Years,,ALL,False,"University Hospital, Bordeaux",OTHER,1,7,France
NCT01447212,Study to Assess Longer-term Opioid Medication Effectiveness (SALOME),"SALOME: Multi-Centre, Double Blind Randomized Controlled Trial Comparing The Effectiveness Of Diacetylmorphine Vs. Hydromorphone For The Treatment Of Long-Term Injection Opioid Users Who Do Not Benefit From Available Therapies",COMPLETED,2011-12,2016-02,2016-06-07,INTERVENTIONAL,PHASE3,202.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Opioid Dependence|Heroin Dependence,"Hydromorphone, Injectable|Diacetylmorphine, injectable|Hydromorphone, liquid oral|Diacetylmorphine, liquid oral",DRUG,1,0,19 Years,,ALL,False,University of British Columbia,OTHER,3,1,Canada
NCT02045212,Safety and Efficacy Study of RPh201 Treatment of Ischemic Optic Neuropathy (ION).,"A Preliminary Double Blind Clinical Study, Efficacy Study of RPh201 Treatment of Ischemic Optic Neuropathy (ION).",COMPLETED,2014-02,2016-12,2020-03-19,INTERVENTIONAL,PHASE2,22.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,TRIPLE,Non-arteritic Ischemic Optic Neuropathy|Optic Nerve Injuries,RPh201|Placebo,DRUG,3,1,18 Years,,ALL,False,Regenera Pharma Ltd,INDUSTRY,0,1,Israel
NCT05585112,Articaine 4% Versus Lidocaine 2% for Local Anesthesia of MIH-affected Maxillary Molars,Comparative Study of Articaine 4% Versus Lidocaine 2% in Local Anesthesia and Permanent Maxillary First Molars Affected by MIH.,COMPLETED,2022-10-17,2022-12-25,2023-05-03,INTERVENTIONAL,PHASE1|PHASE2,26.0,ACTUAL,RANDOMIZED,CROSSOVER,TREATMENT,TRIPLE,Molar Incisor Hypomineralisation,Lidocaine 2%|Articaine 4%,DRUG,4,0,6 Years,12 Years,ALL,True,Tishreen University,OTHER,0,1,Syria
NCT01754181,Initial Testing of the Diabeloop Algorithm in T1D Patients on Pump Therapy Over the Prandial Period and Physical Activity.,"Development of the Glycemic Control Algorithm, in Prandial and Physical Effort Situations.",COMPLETED,2013-03,2013-07,2014-10-27,INTERVENTIONAL,PHASE3,18.0,ACTUAL,NON_RANDOMIZED,CROSSOVER,HEALTH_SERVICES_RESEARCH,NONE,Type 1 Diabetes,Insulin,DRUG,1,1,18 Years,,ALL,False,Centre d'Etudes et de Recherche pour l'Intensification du Traitement du Diabète,OTHER,0,3,France
NCT02652130,Safety Follow-up of Treatment With Remestemcel-L in Pediatric Participants Who Have Failed to Respond to Steroid Treatment for Acute GVHD,Safety Follow-up Through 180 Days of Treatment With Remestemcel-L in Study MSB-GVHD001 in Pediatric Patients Who Have Failed to Respond to Steroid Treatment for Acute GVHD,COMPLETED,2015-10-28,2018-06-15,2022-03-16,INTERVENTIONAL,PHASE3,32.0,ACTUAL,,SINGLE_GROUP,OTHER,NONE,Grade B Acute Graft Versus Host Disease|Grade C Acute Graft Versus Host Disease|Grade D Acute Graft Versus Host Disease,Remestemcel-L,BIOLOGICAL,1,1,2 Months,17 Years,ALL,False,"Mesoblast, Inc.",INDUSTRY,1,20,United States
NCT01185028,A Safety and Tolerability Study of Nitazoxanide in HIV-HCV Treatment Failures,"An Open-Label Safety and Tolerability Study of Nitazoxanide, Pegylated-Interferon Alfa 2a and Ribavirin in HIV/HCV Co-Infected Genotype 1 Prior Treatment Relapsers and Non-Responders",COMPLETED,2010-08,2011-10,2021-10-05,INTERVENTIONAL,PHASE1|PHASE2,8.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Hepatitis C Infection|HIV Infection,Nitazoxanide With Pegylated Interferon And Ribavirin,DRUG,1,2,18 Years,99 Years,ALL,False,National Institutes of Health Clinical Center (CC),NIH,0,4,United States
NCT01032200,Armodafinil in Treating Fatigue Caused By Radiation Therapy in Patients With Primary Brain Tumors,A Feasibility Study of Armodafinil for Brain Radiation-Induced Fatigue,COMPLETED,2010-08-01,2013-01-08,2021-09-28,INTERVENTIONAL,PHASE2,54.0,ACTUAL,RANDOMIZED,PARALLEL,SUPPORTIVE_CARE,QUADRUPLE,Brain Tumors|Nervous System Tumors|Cognition Disorders|Fatigue,Armodafinil|placebo,DRUG|OTHER,2,3,18 Years,,ALL,False,Wake Forest University Health Sciences,OTHER,1,1,United States
NCT01454531,An Open Trial to Assess the Tolerability of AVANZ Phleum Pratense Immunotherapy,An Open Trial to Assess the Tolerability of AVANZ Phleum Pratense Immunotherapy,COMPLETED,2011-06,2012-04,2015-03-06,INTERVENTIONAL,PHASE2|PHASE3,199.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Allergic Rhinoconjunctivitis,AVANZ Phleum pratense,DRUG,1,5,18 Years,65 Years,ALL,False,ALK-Abelló A/S,INDUSTRY,0,20,Spain
NCT02287831,Umbilical Cord Mesenchymal Stem Cells Injection for Peripheral Arterial Disease,Safety and Efficacy of Umbilical Cord Mesenchymal Stem Cell Injection for Peripheral Arterial Disease,COMPLETED,2014-02,2022-12-26,2023-02-08,INTERVENTIONAL,PHASE1|PHASE2,28.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Peripheral Arterial Disease,umbilical cord mesenchymal stem cells,BIOLOGICAL,1,1,18 Years,75 Years,ALL,False,"Institute of Hematology & Blood Diseases Hospital, China",OTHER,0,0,
NCT01138722,Predicting Cell Death by Radiation Therapy in Early Stage Non-small Cell Lung Cancer: a Prospective Translational Trial,Pathologic Effects of Neoadjuvant Radiation Therapy in Operable Early Stage Lung Cancer,TERMINATED,2010-05,2011-08,2021-07-08,INTERVENTIONAL,PHASE2,1.0,ACTUAL,NON_RANDOMIZED,SINGLE_GROUP,TREATMENT,NONE,Early Stage Non-small Cell Lung Cancer,hypofractionated radiation therapy followed by surgery,RADIATION,1,7,18 Years,,ALL,False,"University Hospital, Ghent",OTHER,1,2,Belgium
